time,T_sensor,Output
243.23137879371643,102.119,"+000.00
"
244.75733041763306,102.119,"+000.00
"
246.28304362297058,102.119,"+000.00
"
247.8058204650879,102.119,"+000.00
"
249.33334684371948,102.119,"+000.00
"
250.85344576835632,102.118,"+000.00
"
252.38036036491394,102.118,"+000.00
"
253.9074831008911,102.118,"+000.00
"
255.43637895584106,102.118,"+000.00
"
256.95811343193054,102.118,"+000.00
"
258.4835810661316,102.118,"+000.00
"
260.00904393196106,102.118,"+000.00
"
261.53576159477234,102.117,"+000.00
"
263.06157541275024,102.117,"+000.00
"
264.5840997695923,102.117,"+000.00
"
266.1069247722626,102.117,"+000.00
"
267.623140335083,102.117,"+000.00
"
269.15182542800903,102.117,"+000.00
"
270.67903232574463,102.117,"+000.00
"
272.20333528518677,102.116,"+000.00
"
273.7268702983856,102.116,"+000.00
"
275.25282430648804,102.116,"+000.00
"
276.7802150249481,102.116,"+000.00
"
278.3045120239258,102.117,"+000.00
"
279.8252999782562,102.117,"+000.00
"
281.3522846698761,102.117,"+000.00
"
282.87759733200073,102.117,"+000.00
"
284.4030854701996,102.117,"+000.00
"
285.933354139328,102.117,"+000.00
"
287.4575312137604,102.118,"+000.00
"
288.98472452163696,102.118,"+000.00
"
290.50969433784485,102.118,"+000.00
"
292.0350432395935,102.118,"+000.00
"
293.5632336139679,102.118,"+000.00
"
295.08741879463196,102.119,"+000.00
"
296.6112141609192,102.119,"+000.00
"
298.1451141834259,102.119,"+000.00
"
299.6725618839264,102.119,"+000.00
"
301.71513652801514,102.123,30
303.2423827648163,102.134,30
304.7688069343567,102.148,30
306.29448437690735,102.162,30
307.81755232810974,102.177,30
309.34617161750793,102.192,30
310.86889028549194,102.208,30
312.38704323768616,102.223,30
313.91310358047485,102.238,30
315.4413363933563,102.254,30
316.97057127952576,102.27,30
318.49999499320984,102.285,30
320.0295584201813,102.3,30
321.55448031425476,102.315,30
323.0852017402649,102.331,30
324.6053307056427,102.346,30
326.12302923202515,102.361,30
327.64437079429626,102.376,30
329.17080450057983,102.392,30
330.68982195854187,102.407,30
332.21416211128235,102.421,30
333.7380270957947,102.436,30
335.26525712013245,102.45,30
336.7889482975006,102.466,30
338.3126389980316,102.48,30
339.8388879299164,102.494,30
341.3594388961792,102.509,30
342.8876669406891,102.524,30
344.41337275505066,102.538,30
345.9366886615753,102.552,30
347.46120953559875,102.566,30
348.98640513420105,102.581,30
350.509797334671,102.595,30
352.0333933830261,102.608,30
353.5607235431671,102.622,30
355.0847337245941,102.636,30
356.61086106300354,102.65,30
358.1389350891113,102.663,30
359.66222190856934,102.676,30
361.17725563049316,102.691,30
362.7051577568054,102.703,30
364.2319858074188,102.716,30
365.7590959072113,102.729,30
367.2849669456482,102.743,30
368.811048746109,102.756,30
370.3457019329071,102.768,30
371.87026286125183,102.78,30
373.39630579948425,102.793,30
374.91705083847046,102.806,30
376.4363503456116,102.818,30
377.9586184024811,102.831,30
379.4889073371887,102.843,30
381.01832127571106,102.856,30
382.5473630428314,102.868,30
384.0752708911896,102.881,30
385.60375571250916,102.893,30
387.13209414482117,102.905,30
388.67179703712463,102.916,30
390.1939899921417,102.929,30
391.7197802066803,102.941,30
393.23690247535706,102.953,30
394.76515913009644,102.964,30
396.2920014858246,102.976,30
397.82265973091125,102.988,30
399.35228657722473,103.0,30
400.88156938552856,103.012,30
402.40864515304565,103.023,30
403.94538164138794,103.035,30
405.46883726119995,103.046,30
406.98807549476624,103.059,30
408.5127875804901,103.07,30
410.0441083908081,103.081,30
411.5713701248169,103.092,30
413.09352588653564,103.103,30
414.6266396045685,103.114,30
416.154682636261,103.125,30
417.686646938324,103.136,30
419.212877035141,103.147,30
420.7409665584564,103.158,30
422.2667326927185,103.168,30
423.7921223640442,103.179,30
425.3152413368225,103.19,30
426.83677792549133,103.2,30
428.3630826473236,103.211,30
429.89016699790955,103.222,30
431.4150559902191,103.232,30
432.94099164009094,103.243,30
434.46676564216614,103.253,30
435.9912130832672,103.264,30
437.5093801021576,103.275,30
439.0320382118225,103.285,30
440.5584888458252,103.295,30
442.082558631897,103.307,30
443.60805010795593,103.317,30
445.1381883621216,103.327,30
446.6636047363281,103.338,30
448.1911766529083,103.349,30
449.71633434295654,103.359,30
451.2393145561218,103.369,30
452.7609715461731,103.379,30
454.2841510772705,103.389,30
455.8040225505829,103.399,30
457.3331618309021,103.408,30
458.86008310317993,103.418,30
460.3942000865936,103.428,30
461.92444801330566,103.438,30
463.4480628967285,103.448,30
464.97382283210754,103.457,30
466.50417709350586,103.467,30
468.0325725078583,103.477,30
469.55351734161377,103.487,30
471.0781123638153,103.497,30
472.60701966285706,103.507,30
474.13428258895874,103.517,30
475.6598196029663,103.527,30
477.1814458370209,103.537,30
478.7078866958618,103.547,30
480.23600912094116,103.556,30
481.7569217681885,103.565,30
483.2828049659729,103.575,30
484.8088481426239,103.584,30
486.3271760940552,103.594,30
487.85022044181824,103.603,30
489.3730237483978,103.613,30
490.89737200737,103.623,30
492.42158007621765,103.632,30
493.94863772392273,103.641,30
495.4813094139099,103.651,30
497.00796008110046,103.66,30
498.5314300060272,103.669,30
500.06127643585205,103.678,30
501.5830328464508,103.687,30
503.1062505245209,103.697,30
504.6280572414398,103.707,30
506.1519982814789,103.716,30
507.67925095558167,103.725,30
509.2007873058319,103.735,30
510.7287495136261,103.744,30
512.2631461620331,103.754,30
513.7831404209137,103.763,30
515.3116354942322,103.773,30
516.8378109931946,103.782,30
518.3634614944458,103.791,30
519.886255979538,103.801,30
521.4117081165314,103.81,30
522.9368073940277,103.819,30
524.4580187797546,103.827,30
525.9840459823608,103.837,30
527.5192580223083,103.846,30
529.0454001426697,103.855,30
530.5741062164307,103.863,30
532.0967388153076,103.872,30
533.6197421550751,103.881,30
535.1409418582916,103.889,30
536.6636128425598,103.897,30
538.1890172958374,103.907,30
539.7141826152802,103.915,30
541.2373356819153,103.924,30
542.7603802680969,103.932,30
544.2853231430054,103.941,30
545.8160841464996,103.95,30
547.3429238796234,103.958,30
548.8708264827728,103.967,30
550.3972120285034,103.976,30
551.9175539016724,103.984,30
553.4473724365234,103.993,30
554.9740731716156,104.002,30
556.5013675689697,104.011,30
558.025378704071,104.02,30
559.5525920391083,104.028,30
561.0762779712677,104.037,30
562.6010880470276,104.046,30
564.1251826286316,104.055,30
565.646696805954,104.063,30
567.176326751709,104.073,30
568.7008275985718,104.081,30
570.2329058647156,104.09,30
571.7573873996735,104.098,30
573.28071808815,104.107,30
574.8081519603729,104.116,30
576.3368062973022,104.125,30
577.8640468120575,104.133,30
579.3872315883636,104.141,30
580.9082601070404,104.15,30
582.4299066066742,104.159,30
583.9554998874664,104.167,30
585.4822402000427,104.175,30
587.0084199905396,104.184,30
588.5380244255066,104.192,30
590.0669157505035,104.2,30
591.5822212696075,104.207,30
593.1063258647919,104.216,30
594.6367392539978,104.224,30
596.1593556404114,104.231,30
597.6829378604889,104.239,30
599.2070782184601,104.247,30
600.7268617153168,104.255,30
602.2519962787628,104.262,30
603.7798800468445,104.27,30
605.3067977428436,104.278,30
606.8357274532318,104.285,30
608.3598308563232,104.293,30
609.89026927948,104.302,30
611.4147634506226,104.309,30
612.9386954307556,104.317,30
614.4540417194366,104.325,30
615.9822545051575,104.333,30
617.5073843002319,104.341,30
619.0313260555267,104.349,30
620.5534200668335,104.357,30
622.0703232288361,104.364,30
623.5919501781464,104.372,30
625.1169104576111,104.38,30
626.6392829418182,104.388,30
628.1663835048676,104.396,30
629.6961424350739,104.404,30
631.2197730541229,104.411,30
632.742294549942,104.418,30
634.262184381485,104.426,30
635.7886409759521,104.433,30
637.3175828456879,104.441,30
638.845698595047,104.448,30
640.3832128047943,104.455,30
641.907124042511,104.463,30
643.429872751236,104.47,30
644.9562163352966,104.476,30
646.4770851135254,104.484,30
648.0029988288879,104.491,30
649.5280301570892,104.498,30
651.0548679828644,104.505,30
652.5827045440674,104.512,30
654.1113061904907,104.52,30
655.6397671699524,104.527,30
657.1601328849792,104.533,30
658.6795749664307,104.541,30
660.1979026794434,104.549,30
661.7238314151764,104.556,30
663.2421774864197,104.563,30
664.7613697052002,104.571,30
666.2831358909607,104.578,30
667.8089880943298,104.586,30
669.3305258750916,104.593,30
670.8497138023376,104.6,30
672.3740499019623,104.607,30
673.8982627391815,104.615,30
675.4255537986755,104.622,30
676.9514052867889,104.629,30
678.4712195396423,104.636,30
680.001088142395,104.643,30
681.5326194763184,104.65,30
683.0616724491119,104.657,30
684.5897035598755,104.664,30
686.1125221252441,104.671,30
687.6369106769562,104.677,30
689.1606454849243,104.684,30
690.697968006134,104.69,30
692.2212538719177,104.697,30
693.7394464015961,104.703,30
695.259289264679,104.709,30
696.7832345962524,104.716,30
698.309201002121,104.722,30
699.8366630077362,104.729,30
701.3660023212433,104.735,30
702.8937075138092,104.742,30
704.4226305484772,104.748,30
705.9496035575867,104.755,30
707.478805065155,104.761,30
709.003618478775,104.767,30
710.5243692398071,104.774,30
712.0481004714966,104.78,30
713.5765075683594,104.786,30
715.1013929843903,104.793,30
716.6294951438904,104.8,30
718.1559746265411,104.806,30
719.6818804740906,104.812,30
721.2108294963837,104.819,30
722.7354340553284,104.826,30
724.2676870822906,104.832,30
725.787383556366,104.838,30
727.3097689151764,104.845,30
728.8382835388184,104.851,30
730.3691284656525,104.857,30
731.8951256275177,104.864,30
733.419762134552,104.87,30
734.9472095966339,104.877,30
736.4686226844788,104.883,30
737.992294549942,104.889,30
739.5158369541168,104.896,30
741.0460615158081,104.902,30
742.5698552131653,104.908,30
744.0980529785156,104.915,30
745.6228342056274,104.921,30
747.1432912349701,104.927,30
748.6701271533966,104.934,30
750.1964635848999,104.94,30
751.7245321273804,104.947,30
753.2499163150787,104.953,30
754.7770986557007,104.96,30
756.3034837245941,104.966,30
757.8252589702606,104.973,30
759.3482758998871,104.979,30
760.871575832367,104.985,30
762.3957016468048,104.991,30
763.9216265678406,104.997,30
765.4475178718567,105.003,30
766.9764432907104,105.009,30
768.5009195804596,105.015,30
770.0251979827881,105.022,30
771.5524618625641,105.028,30
773.0781240463257,105.034,30
774.5998327732086,105.04,30
776.1251270771027,105.047,30
777.6560022830963,105.053,30
779.1810338497162,105.059,30
780.7093832492828,105.066,30
782.2313096523285,105.072,30
783.7542853355408,105.078,30
785.2864429950714,105.084,30
786.8124070167542,105.091,30
788.3430020809174,105.097,30
789.8709874153137,105.102,30
791.3961563110352,105.108,30
792.9183533191681,105.115,30
794.4443249702454,105.121,30
795.9708924293518,105.126,30
797.4988420009613,105.132,30
799.0253081321716,105.139,30
800.5539469718933,105.144,30
802.0776989459991,105.15,30
803.606452703476,105.156,30
805.1279814243317,105.163,30
806.6492784023285,105.169,30
808.1768596172333,105.175,30
809.7038168907166,105.181,30
811.2343971729279,105.188,30
812.7596571445465,105.194,30
814.2834103107452,105.2,30
815.8073222637177,105.206,30
817.3309497833252,105.213,30
818.8564953804016,105.219,30
820.3796274662018,105.225,30
821.9079101085663,105.231,30
823.4336974620819,105.238,30
824.9562673568726,105.244,30
826.480838060379,105.25,30
828.0094306468964,105.256,30
829.5353698730469,105.263,30
831.062264919281,105.269,30
832.5885107517242,105.275,30
834.1169490814209,105.282,30
835.6414325237274,105.288,30
837.1742889881134,105.293,30
838.6908547878265,105.299,30
840.213228225708,105.306,30
841.7331736087799,105.311,30
843.2621641159058,105.317,30
844.7873020172119,105.323,30
846.3198404312134,105.329,30
847.8464865684509,105.334,30
849.3756184577942,105.34,30
850.9034397602081,105.346,30
852.4297752380371,105.352,30
853.9531307220459,105.357,30
855.4781527519226,105.362,30
857.0033748149872,105.368,30
858.5291173458099,105.374,30
860.0549051761627,105.38,30
861.5803802013397,105.385,30
863.1074225902557,105.391,30
864.6288189888,105.397,30
866.1543011665344,105.402,30
867.6751861572266,105.408,30
869.2094295024872,105.414,30
870.7346937656403,105.42,30
872.256147146225,105.425,30
873.7782735824585,105.43,30
875.2998962402344,105.436,30
876.8250343799591,105.441,30
878.3549313545227,105.446,30
879.8765218257904,105.452,30
881.4016880989075,105.457,30
882.9282748699188,105.463,30
884.455286026001,105.468,30
885.9751667976379,105.474,30
887.4962465763092,105.48,30
889.0175919532776,105.485,30
890.5400114059448,105.491,30
892.0591044425964,105.497,30
893.5860693454742,105.502,30
895.1118040084839,105.508,30
896.6359672546387,105.513,30
898.1515905857086,105.519,30
899.6780827045441,105.524,30
901.2082231044769,105.529,30
902.7346262931824,105.534,30
904.2575867176056,105.539,30
905.7790191173553,105.544,30
907.3043768405914,105.549,30
908.8268935680389,105.554,30
910.3572659492493,105.558,30
911.8937854766846,105.563,30
913.4241654872894,105.568,30
914.9540405273438,105.573,30
916.4906721115112,105.578,30
918.0107419490814,105.582,30
919.5320379734039,105.587,30
921.0565974712372,105.591,30
922.5777914524078,105.596,30
924.100686788559,105.6,30
925.6239678859711,105.605,30
927.1431419849396,105.609,30
928.6623456478119,105.614,30
930.1884729862213,105.618,30
931.7107832431793,105.622,30
933.2341768741608,105.627,30
934.7569675445557,105.631,30
936.2785837650299,105.636,30
937.8046786785126,105.64,30
939.3309278488159,105.645,30
940.8568911552429,105.649,30
942.3851056098938,105.653,30
943.9090690612793,105.657,30
945.4383721351624,105.662,30
946.9625017642975,105.666,30
948.4838447570801,105.67,30
950.0068004131317,105.674,30
951.5282850265503,105.678,30
953.0500264167786,105.682,30
954.5774967670441,105.686,30
956.1023349761963,105.69,30
957.6280870437622,105.695,30
959.1511905193329,105.698,30
960.6747386455536,105.702,30
962.1990559101105,105.706,30
963.7278861999512,105.71,30
965.2531542778015,105.714,30
966.7800896167755,105.718,30
968.3065893650055,105.722,30
969.8267772197723,105.727,30
971.3502752780914,105.731,30
972.8758265972137,105.735,30
974.4018952846527,105.739,30
975.9266130924225,105.743,30
977.4558691978455,105.747,30
978.9822766780853,105.751,30
980.510820388794,105.756,30
982.0317757129669,105.76,30
983.5530195236206,105.765,30
985.0792911052704,105.769,30
986.6077196598053,105.774,30
988.1335196495056,105.778,30
989.6588099002838,105.783,30
991.1953434944153,105.787,30
992.722954750061,105.792,30
994.2500092983246,105.797,30
995.7799534797668,105.801,30
997.3061406612396,105.806,30
998.82421708107,105.81,30
1000.3453798294067,105.815,30
1001.875114440918,105.819,30
1003.4000165462494,105.824,30
1004.9292695522308,105.828,30
1006.4578347206116,105.832,30
1007.9829125404358,105.836,30
1009.5102491378784,105.84,30
1011.04097032547,105.844,30
1012.5647134780884,105.848,30
1014.0909512042999,105.853,30
1015.6181354522705,105.857,30
1017.1475172042847,105.861,30
1018.6734204292297,105.865,30
1020.1988394260406,105.869,30
1021.7221255302429,105.873,30
1023.247852563858,105.877,30
1024.773568868637,105.881,30
1026.302971124649,105.885,30
1027.84006857872,105.889,30
1029.363047361374,105.893,30
1030.8868761062622,105.897,30
1032.4071238040924,105.901,30
1033.9315359592438,105.905,30
1035.4591271877289,105.908,30
1036.984417438507,105.912,30
1038.5091834068298,105.916,30
1040.0372276306152,105.92,30
1041.5605800151825,105.923,30
1043.086927652359,105.927,30
1044.6103384494781,105.931,30
1046.128999710083,105.934,30
1047.6545078754425,105.938,30
1049.1838274002075,105.941,30
1050.7079226970673,105.945,30
1052.2360014915466,105.949,30
1053.7610714435577,105.952,30
1055.288583278656,105.956,30
1056.8144941329956,105.959,30
1058.344341993332,105.963,30
1059.871012210846,105.967,30
1061.3944687843323,105.97,30
1062.9219126701355,105.974,30
1064.4449346065521,105.978,30
1065.9654669761658,105.981,30
1067.4820575714111,105.985,30
1069.0111799240112,105.988,30
1070.5381298065186,105.992,30
1072.0621740818024,105.996,30
1073.5860748291016,106.0,30
1075.113052368164,106.004,30
1076.6410160064697,106.008,30
1078.1588671207428,106.012,30
1079.682983160019,106.016,30
1081.2128086090088,106.02,30
1082.7394649982452,106.024,30
1084.2679681777954,106.028,30
1085.7971329689026,106.033,30
1087.3203473091125,106.037,30
1088.8455834388733,106.041,30
1090.3720984458923,106.045,30
1091.9007151126862,106.05,30
1093.424955368042,106.054,30
1094.949785232544,106.059,30
1096.4699838161469,106.063,30
1097.9982759952545,106.067,30
1099.5241193771362,106.071,30
1101.0528337955475,106.076,30
1102.5800409317017,106.08,30
1104.105164051056,106.084,30
1105.6271147727966,106.088,30
1107.1507630348206,106.092,30
1108.6729674339294,106.096,30
1110.198927640915,106.1,30
1111.7188460826874,106.104,30
1113.237398147583,106.108,30
1114.7583677768707,106.112,30
1116.2831239700317,106.116,30
1117.8031041622162,106.119,30
1119.3224339485168,106.123,30
1120.8440010547638,106.127,30
1122.3650929927826,106.131,30
1123.891544342041,106.135,30
1125.4153187274933,106.138,30
1126.9389023780823,106.142,30
1128.4610946178436,106.146,30
1129.9877920150757,106.15,30
1131.5159711837769,106.154,30
1133.0418565273285,106.158,30
1134.5672030448914,106.162,30
1136.0957372188568,106.166,30
1137.627360343933,106.17,30
1139.166139125824,106.173,30
1140.6894659996033,106.177,30
1142.2150585651398,106.181,30
1143.747316122055,106.185,30
1145.2772226333618,106.189,30
1146.797400712967,106.193,30
1148.3226494789124,106.196,30
1149.8524007797241,106.2,30
1151.386743068695,106.204,30
1152.9172143936157,106.207,30
1154.4366898536682,106.211,30
1155.9560878276825,106.215,30
1157.478355884552,106.219,30
1159.0022740364075,106.223,30
1160.5233070850372,106.227,30
1162.0492062568665,106.231,30
1163.5773310661316,106.235,30
1165.1028335094452,106.239,30
1166.6308073997498,106.243,30
1168.156757593155,106.247,30
1169.687373161316,106.251,30
1171.2105672359467,106.255,30
1172.7331726551056,106.259,30
1174.256003856659,106.263,30
1175.7810926437378,106.268,30
1177.3059039115906,106.271,30
1178.833650112152,106.276,30
1180.3597433567047,106.28,30
1181.8880641460419,106.283,30
1183.4137918949127,106.288,30
1184.9389777183533,106.291,30
1186.4627332687378,106.295,30
1187.9872386455536,106.299,30
1189.5118582248688,106.303,30
1191.0299563407898,106.307,30
1192.5532455444336,106.311,30
1194.0792124271393,106.315,30
1195.605786561966,106.319,30
1197.1338858604431,106.322,30
1198.659982919693,106.326,30
1200.1859142780304,106.33,30
1201.7143712043762,106.334,30
1203.2471137046814,106.337,30
1204.7701365947723,106.341,30
1206.2928500175476,106.345,30
1207.8111290931702,106.349,30
1209.3357033729553,106.352,30
1210.8582572937012,106.356,30
1212.3836462497711,106.36,30
1213.9089379310608,106.363,30
1215.4335820674896,106.367,30
1216.9585011005402,106.371,30
1218.4884238243103,106.375,30
1220.0122637748718,106.378,30
1221.5358395576477,106.382,30
1223.0559058189392,106.386,30
1224.5774042606354,106.389,30
1226.107083082199,106.393,30
1227.6310033798218,106.396,30
1229.1530542373657,106.4,30
1230.6856508255005,106.404,30
1232.209528684616,106.408,30
1233.7494938373566,106.411,30
1235.2708084583282,106.415,30
1236.7937812805176,106.419,30
1238.3168942928314,106.422,30
1239.838696718216,106.426,30
1241.3580808639526,106.43,30
1242.8963475227356,106.434,30
1244.422431230545,106.437,30
1245.9528527259827,106.442,30
1247.4791414737701,106.445,30
1249.0023987293243,106.448,30
1250.527572631836,106.452,30
1252.0521492958069,106.456,30
1253.5793981552124,106.459,30
1255.1027603149414,106.462,30
1256.6289188861847,106.466,30
1258.1471784114838,106.469,30
1259.6740183830261,106.473,30
1261.2080206871033,106.475,30
1262.7400534152985,106.478,30
1264.2639904022217,106.482,30
1265.7894213199615,106.485,30
1267.313407421112,106.488,30
1268.8328878879547,106.491,30
1270.3566682338715,106.495,30
1271.878727197647,106.498,30
1273.4092485904694,106.501,30
1274.9398488998413,106.505,30
1276.464835882187,106.508,30
1277.9898266792297,106.511,30
1279.5184164047241,106.515,30
1281.0451121330261,106.518,30
1282.5725779533386,106.521,30
1284.0965781211853,106.525,30
1285.6141364574432,106.528,30
1287.135743379593,106.532,30
1288.6588315963745,106.535,30
1290.1841597557068,106.538,30
1291.7128772735596,106.541,30
1293.2384643554688,106.545,30
1294.761994600296,106.548,30
1296.291036605835,106.551,30
1297.824166059494,106.554,30
1299.3531424999237,106.557,30
1300.8808815479279,106.56,30
1302.4053246974945,106.563,30
1303.9249792099,106.566,30
1305.450712442398,106.568,30
1306.976905822754,106.571,30
1308.5058476924896,106.574,30
1310.0309369564056,106.576,30
1311.5572640895844,106.58,30
1313.0838010311127,106.582,30
1314.606954574585,106.585,30
1316.138965845108,106.588,30
1317.6613676548004,106.59,30
1319.1847519874573,106.593,30
1320.7099151611328,106.596,30
1322.2377450466156,106.598,30
1323.7691872119904,106.601,30
1325.2971589565277,106.604,30
1326.8174920082092,106.607,30
1328.3439803123474,106.609,30
1329.8737044334412,106.612,30
1331.3987460136414,106.614,30
1332.9328653812408,106.617,30
1334.4589252471924,106.62,30
1335.9883823394775,106.623,30
1337.5132274627686,106.625,30
1339.0369312763214,106.628,30
1340.5629398822784,106.631,30
1342.0849678516388,106.633,30
1343.611349105835,106.636,30
1345.13835811615,106.638,30
1346.6639828681946,106.641,30
1348.1860115528107,106.644,30
1349.709124326706,106.646,30
1351.2317955493927,106.649,30
1352.7557258605957,106.651,30
1354.2802953720093,106.654,30
1355.8036868572235,106.656,30
1357.3340637683868,106.659,30
1358.85675573349,106.661,30
1360.3800871372223,106.664,30
1361.9036173820496,106.666,30
1363.4282448291779,106.669,30
1364.953744649887,106.671,30
1366.4762523174286,106.673,30
1368.001755952835,106.676,30
1369.5290479660034,106.679,30
1371.052996635437,106.681,30
1372.580115556717,106.684,30
1374.1067612171173,106.687,30
1375.6341252326965,106.69,30
