time,T_sensor
0.03303074836730957,102.322
1.6146624088287354,102.322
2.128810167312622,102.322
3.144153356552124,102.322
3.6620657444000244,102.322
4.679859399795532,102.322
5.2057154178619385,102.322
6.206557750701904,102.322
6.721775531768799,102.322
7.728914260864258,102.322
8.245562076568604,102.322
9.253475666046143,102.322
9.775089740753174,102.322
10.775690793991089,102.322
11.293088912963867,102.322
12.308769464492798,102.322
12.821661949157715,102.322
13.827090501785278,102.322
14.344425201416016,102.322
15.36295199394226,102.322
15.883431434631348,102.322
16.8960702419281,102.322
17.417375802993774,102.322
18.434913635253906,102.322
18.954331159591675,102.322
19.96783423423767,102.322
20.487325429916382,102.322
21.496726036071777,102.322
22.018994092941284,102.322
23.0146324634552,102.321
23.54084539413452,102.321
24.524904012680054,102.321
25.06693387031555,102.321
26.053373098373413,102.321
26.59557604789734,102.321
27.57707142829895,102.321
28.1232807636261,102.321
29.105281114578247,102.32
29.65152072906494,102.321
30.633421897888184,102.32
31.180437326431274,102.321
32.16271615028381,102.32
32.70643901824951,102.32
33.691086769104004,102.32
34.23498558998108,102.32
35.21048402786255,102.319
35.7582905292511,102.32
36.73677587509155,102.319
37.27599287033081,102.319
38.26835632324219,102.319
38.79542922973633,102.319
39.791423082351685,102.319
40.322113037109375,102.319
41.31043815612793,102.319
41.836249589920044,102.318
42.827892541885376,102.318
43.35291790962219,102.318
44.35757231712341,102.318
44.87159037590027,102.318
45.87213969230652,102.318
46.38718271255493,102.318
47.40369725227356,102.318
47.92317032814026,102.318
48.94066071510315,102.318
49.46120095252991,102.317
50.469152212142944,102.317
50.97943425178528,102.317
51.98832035064697,102.317
52.50250005722046,102.317
53.503618478775024,102.317
54.013142108917236,102.317
55.03170442581177,102.317
55.54207253456116,102.316
56.543601274490356,102.317
57.05283999443054,102.317
58.071672439575195,102.317
58.59027862548828,102.317
59.59590816497803,102.317
60.11195945739746,102.317
61.29810905456543,102.317
61.81500029563904,102.317
62.834959983825684,102.317
63.35656499862671,102.317
64.3724217414856,102.317
64.88714122772217,102.317
65.89385938644409,102.317
66.41182780265808,102.317
67.42149949073792,102.317
67.93645477294922,102.317
68.94867157936096,102.317
69.4686062335968,102.317
70.46189141273499,102.317
70.99042677879333,102.317
71.97873950004578,102.317
72.50768709182739,102.317
73.5076835155487,102.317
74.03404331207275,102.317
75.0339412689209,102.318
75.56966185569763,102.317
76.55344271659851,102.318
77.09417414665222,102.318
78.07355976104736,102.318
78.61538767814636,102.318
79.60249829292297,102.317
80.14603209495544,102.318
81.1244101524353,102.318
81.66825246810913,102.318
82.6498076915741,102.318
83.19421243667603,102.318
84.17650580406189,102.318
84.72001028060913,102.318
85.7022066116333,102.318
86.24361181259155,102.318
87.22139859199524,102.318
87.76369023323059,102.318
88.7450761795044,102.318
89.28864288330078,102.318
90.26766967773438,102.318
90.81496834754944,102.319
91.79830026626587,102.318
92.3417649269104,102.318
93.31913113594055,102.319
93.87290501594543,102.319
94.83520650863647,102.319
95.39130187034607,102.318
96.35372066497803,102.318
96.90877747535706,102.318
97.87528324127197,102.318
98.43990230560303,102.319
99.40446543693542,102.318
99.96030688285828,102.319
100.9270350933075,102.318
101.48315262794495,102.318
102.45500040054321,102.319
103.01023745536804,102.319
103.97128391265869,102.319
104.52410507202148,102.319
105.48498344421387,102.319
106.04540705680847,102.319
107.00263166427612,102.319
107.55926012992859,102.319
108.51812267303467,102.319
109.07628512382507,102.319
110.04506087303162,102.319
110.60023331642151,102.32
111.5591688156128,102.319
112.11717391014099,102.319
113.07606291770935,102.32
113.64789700508118,102.32
114.60060977935791,102.32
115.17192316055298,102.32
116.11932063102722,102.32
116.69138073921204,102.32
117.64528179168701,102.32
118.21359777450562,102.321
119.1626570224762,102.321
119.73574876785278,102.321
120.67549800872803,102.321
121.38276934623718,102.321
122.18717885017395,102.321
122.90572500228882,102.322
123.71707677841187,102.322
124.4359405040741,102.322
125.24764466285706,102.322
125.96485257148743,102.322
126.77154850959778,102.322
127.48942136764526,102.322
128.29522347450256,102.323
129.00676155090332,102.323
129.83890771865845,102.323
130.52774310112,102.323
131.35869073867798,102.323
132.05576920509338,102.323
132.88829398155212,102.324
133.57005286216736,102.324
134.41007375717163,102.324
135.09496140480042,102.324
135.9273476600647,102.324
136.62071585655212,102.324
137.4398684501648,102.324
138.1332414150238,102.324
138.96643614768982,102.324
139.6429512500763,102.324
140.4848141670227,102.324
141.16379284858704,102.324
142.0155165195465,102.324
142.69541931152344,102.324
143.53541088104248,102.324
144.2176651954651,102.324
145.06610894203186,102.324
145.72989058494568,102.324
146.6010377407074,102.324
147.25503969192505,102.324
148.12957429885864,102.324
148.7793791294098,102.324
149.6457679271698,102.323
150.29566431045532,102.323
151.16372966766357,102.323
151.8129105567932,102.323
152.6847939491272,102.323
153.33965396881104,102.323
154.20548820495605,102.323
154.87068891525269,102.323
155.72961592674255,102.322
156.39459133148193,102.322
157.2403028011322,102.322
157.92301273345947,102.322
158.7693908214569,102.322
159.4647958278656,102.322
160.30483531951904,102.322
160.9917197227478,102.322
161.8338828086853,102.321
162.51892828941345,102.321
163.35483646392822,102.321
164.03885173797607,102.321
164.87806725502014,102.321
165.5719666481018,102.321
166.40218877792358,102.32
167.10220289230347,102.321
167.9245285987854,102.32
168.62597727775574,102.321
169.44639945030212,102.321
170.14592051506042,102.32
170.9791955947876,102.32
171.65948843955994,102.32
172.51092267036438,102.32
173.17571425437927,102.321
174.0258367061615,102.32
174.7045419216156,102.32
175.5686662197113,102.32
176.2390067577362,102.32
177.0851674079895,102.32
177.76968836784363,102.32
178.60399961471558,102.32
179.30297350883484,102.32
180.12424445152283,102.32
180.82343649864197,102.32
181.78879237174988,102.319
182.3420341014862,102.32
183.30189728736877,102.32
183.86251068115234,102.32
184.81357955932617,102.32
185.38541865348816,102.32
186.32368445396423,102.319
186.90964150428772,102.319
187.8441722393036,102.319
188.43747115135193,102.319
189.3729283809662,102.319
189.9674849510193,102.319
190.90578031539917,102.319
191.49852418899536,102.318
192.43237233161926,102.318
193.02538013458252,102.318
193.95656609535217,102.318
194.5461368560791,102.318
195.47470879554749,102.318
196.0676293373108,102.318
197.00475907325745,102.317
197.59956860542297,102.318
198.53492999076843,102.317
199.1202895641327,102.317
200.05145120620728,102.317
200.63697385787964,102.317
201.5767321586609,102.317
202.16190934181213,102.317
203.09531497955322,102.317
203.68023347854614,102.316
204.61543154716492,102.316
205.2050759792328,102.316
206.13964128494263,102.316
206.73749923706055,102.316
207.66895008087158,102.316
208.25477600097656,102.316
209.1895101070404,102.316
209.77596831321716,102.316
210.70641136169434,102.316
211.29498982429504,102.316
212.2245213985443,102.315
212.8229615688324,102.316
213.7410011291504,102.315
214.3463683128357,102.316
215.25555658340454,102.315
215.8746063709259,102.315
216.7733793258667,102.315
217.39337420463562,102.315
218.2986512184143,102.315
218.92375588417053,102.315
219.8244276046753,102.315
220.44726943969727,102.315
221.34375476837158,102.315
221.963317155838,102.315
222.86378574371338,102.315
223.48500227928162,102.315
224.38087797164917,102.315
225.0027949810028,102.315
225.90100955963135,102.315
226.52224254608154,102.315
227.42294883728027,102.315
228.0469913482666,102.315
228.9451060295105,102.315
229.57486271858215,102.315
230.46183490753174,102.315
231.09900403022766,102.315
231.98191499710083,102.315
232.61874723434448,102.315
233.50464415550232,102.315
234.14079785346985,102.315
235.03076553344727,102.316
235.6739113330841,102.316
236.55969285964966,102.316
237.193532705307,102.316
238.09616661071777,102.316
238.7163541316986,102.316
239.62655019760132,102.317
240.24624061584473,102.316
241.1606547832489,102.317
241.9345211982727,102.317
242.6837751865387,102.317
243.46840906143188,102.317
244.21327233314514,102.317
244.98969078063965,102.317
245.73217129707336,102.318
246.50783944129944,102.318
247.24932622909546,102.318
248.02358889579773,102.318
248.7634162902832,102.318
249.53977751731873,102.318
250.29088687896729,102.318
251.0720329284668,102.319
251.82112789154053,102.318
252.59092688560486,102.319
253.35128808021545,102.319
254.11231517791748,102.319
254.87298202514648,102.319
255.6444535255432,102.32
256.41846203804016,102.32
257.1740596294403,102.32
257.95149064064026,102.32
258.6955769062042,102.32
259.4886043071747,102.32
260.2261199951172,102.32
261.0338521003723,102.321
261.7564489841461,102.321
262.5558648109436,102.321
263.28058075904846,102.321
264.08151602745056,102.321
264.8103835582733,102.322
265.5997338294983,102.321
266.3336319923401,102.322
267.1237940788269,102.322
267.8569595813751,102.322
268.64776039123535,102.322
269.37796425819397,102.322
270.1733751296997,102.322
270.9007399082184,102.322
271.69656562805176,102.323
272.43237471580505,102.323
273.22358679771423,102.323
273.9557979106903,102.323
274.7522985935211,102.323
275.49069690704346,102.323
276.2820587158203,102.323
277.02065443992615,102.323
277.8079106807709,102.323
278.53513956069946,102.323
279.32646322250366,102.323
280.0517225265503,102.323
280.8423857688904,102.323
281.57412552833557,102.323
282.3687448501587,102.323
283.1010708808899,102.323
283.9009244441986,102.323
284.6340570449829,102.323
285.42993783950806,102.323
286.157830953598,102.323
286.95018243789673,102.323
287.68456196784973,102.323
288.4780135154724,102.323
289.2190001010895,102.323
289.9968292713165,102.324
290.7510755062103,102.324
291.51418256759644,102.324
292.2802002429962,102.324
293.0481958389282,102.324
293.8064844608307,102.324
294.5679633617401,102.324
295.32523465156555,102.324
296.0838327407837,102.324
296.8426239490509,102.324
297.60519886016846,102.324
298.3708276748657,102.324
299.1370139122009,102.324
299.904438495636,102.324
301.1883885860443,102.325
301.85342478752136,102.326
302.7140371799469,102.329
303.38558197021484,102.331
304.24349641799927,102.334
304.9127662181854,102.337
305.7694640159607,102.34
306.4427421092987,102.343
307.2998158931732,102.347
307.97330021858215,102.35
308.8350009918213,102.354
309.50750160217285,102.357
310.3607759475708,102.361
311.03170800209045,102.364
311.8901047706604,102.368
312.56347727775574,102.371
313.41930890083313,102.375
314.09108710289,102.378
314.9530727863312,102.382
315.6257133483887,102.386
316.4825716018677,102.389
317.15366101264954,102.393
318.0093762874603,102.396
318.6806538105011,102.399
319.53856921195984,102.403
320.2085781097412,102.406
321.06148743629456,102.41
321.73001623153687,102.414
322.5884292125702,102.417
323.2586159706116,102.42
324.1215476989746,102.425
324.79211044311523,102.427
325.6455068588257,102.431
326.31468987464905,102.434
327.1667821407318,102.438
327.8316366672516,102.441
328.6787214279175,102.444
329.3672261238098,102.447
330.2098708152771,102.451
330.90035820007324,102.454
331.7288999557495,102.458
332.42839765548706,102.461
333.25645899772644,102.464
333.96014189720154,102.467
334.78620743751526,102.471
335.48882818222046,102.474
336.31999802589417,102.478
337.021603345871,102.48
337.8498558998108,102.484
338.55262875556946,102.487
339.3788540363312,102.49
340.08256483078003,102.493
340.91442704200745,102.497
341.59978461265564,102.5
342.4436311721802,102.503
343.11865973472595,102.506
343.9557366371155,102.509
344.6385054588318,102.512
345.4764220714569,102.516
346.1595103740692,102.519
347.0051736831665,102.521
347.6905620098114,102.525
348.5325665473938,102.528
349.22118616104126,102.531
350.06626415252686,102.534
350.7526185512543,102.537
351.5925877094269,102.54
352.28046703338623,102.543
353.1265399456024,102.546
353.80853486061096,102.548
354.6542184352875,102.552
355.34047627449036,102.554
356.1778955459595,102.557
356.8626425266266,102.56
357.70222568511963,102.563
358.3878936767578,102.566
359.22271609306335,102.569
359.908917427063,102.571
360.74489855766296,102.575
361.4248147010803,102.577
362.4283797740936,102.581
