time,T_sensor
0.17107725143432617,103.352
1.7748286724090576,103.35
2.290051221847534,103.35
3.2920000553131104,103.349
3.81007719039917,103.348
4.831127882003784,103.347
5.3598949909210205,103.347
6.360173225402832,103.346
6.8837809562683105,103.345
7.891732692718506,103.344
8.448268175125122,103.344
9.431797504425049,103.342
9.97872543334961,103.342
10.94965410232544,103.341
11.501654863357544,103.34
12.478046655654907,103.339
13.022550344467163,103.339
14.006615400314331,103.338
14.548788070678711,103.337
15.538300514221191,103.336
16.145182609558105,103.335
17.06228756904602,103.335
17.670177936553955,103.334
18.58706545829773,103.333
19.193970918655396,103.332
20.11058497428894,103.331
20.711334466934204,103.33
21.642828702926636,103.329
22.236506700515747,103.329
23.164621114730835,103.328
23.753814697265625,103.327
24.688172101974487,103.326
25.27353549003601,103.326
26.214011907577515,103.325
26.802218198776245,103.324
27.732483386993408,103.323
28.320283889770508,103.323
29.251763343811035,103.322
29.841639757156372,103.321
30.774091243743896,103.32
31.362502336502075,103.319
32.30432891845703,103.318
32.89770436286926,103.318
33.81565499305725,103.317
34.42199516296387,103.316
35.33534598350525,103.316
35.94061851501465,103.315
36.8536901473999,103.314
37.462061405181885,103.314
38.3774619102478,103.313
38.98460268974304,103.312
39.89627933502197,103.311
40.50126910209656,103.31
41.40985321998596,103.31
42.02565145492554,103.309
42.943777084350586,103.309
43.54368877410889,103.308
44.46824336051941,103.307
45.06926369667053,103.307
45.98232412338257,103.306
46.586421966552734,103.305
47.51391553878784,103.304
48.10507249832153,103.303
49.03745985031128,103.303
49.629403591156006,103.302
50.56427240371704,103.302
51.15449833869934,103.301
52.08794379234314,103.3
52.67633891105652,103.299
53.6035897731781,103.298
54.202516078948975,103.298
55.13736081123352,103.297
55.7228319644928,103.297
56.65317153930664,103.296
57.23857307434082,103.295
58.17904019355774,103.295
58.76717758178711,103.294
59.7084743976593,103.293
60.29835748672485,103.293
61.432915925979614,103.292
61.94684386253357,103.291
62.9544038772583,103.29
63.468804121017456,103.29
64.47663617134094,103.289
64.99101161956787,103.289
66.00235438346863,103.288
66.51326179504395,103.287
67.52840161323547,103.287
68.04374814033508,103.286
69.04960107803345,103.285
69.56853437423706,103.285
70.58294129371643,103.284
71.1012167930603,103.284
72.10795593261719,103.284
72.62151098251343,103.283
73.62400317192078,103.282
74.13858199119568,103.282
75.14238023757935,103.282
75.65394639968872,103.281
76.65861821174622,103.281
77.1760082244873,103.28
78.19507431983948,103.28
78.71195006370544,103.28
79.7163028717041,103.279
80.22991585731506,103.279
81.23656678199768,103.278
81.75075054168701,103.278
82.75644779205322,103.278
83.2699568271637,103.278
84.27687859535217,103.278
84.80065774917603,103.277
85.78789949417114,103.277
86.32207536697388,103.277
87.31611680984497,103.276
87.84240627288818,103.276
88.83688735961914,103.276
89.36003136634827,103.276
90.35735392570496,103.275
90.88318753242493,103.275
91.87812662124634,103.275
92.39952945709229,103.275
93.39692783355713,103.274
93.92573809623718,103.274
94.91985940933228,103.274
95.45034694671631,103.273
96.43409848213196,103.273
96.97637057304382,103.273
97.9614245891571,103.272
98.50344109535217,103.272
99.48827981948853,103.271
100.03532981872559,103.271
101.01090979576111,103.271
101.55276679992676,103.27
102.52683067321777,103.27
103.06884789466858,103.27
104.05301427841187,103.27
104.59188866615295,103.27
105.58138942718506,103.269
106.12376689910889,103.269
107.0942485332489,103.268
107.65199446678162,103.268
108.62315392494202,103.267
109.17843914031982,103.267
110.15341973304749,103.267
110.6918478012085,103.267
111.6794753074646,103.266
112.2191686630249,103.266
113.19457817077637,103.266
113.73639130592346,103.266
114.71728253364563,103.265
115.26319146156311,103.265
116.24278378486633,103.265
116.78469324111938,103.264
117.77379417419434,103.264
118.29723715782166,103.264
119.29936170578003,103.263
119.82493710517883,103.264
120.82528591156006,103.263
121.47689914703369,103.263
122.34316492080688,103.263
122.99173092842102,103.262
123.87402439117432,103.262
124.50456404685974,103.262
125.40363335609436,103.262
126.02181816101074,103.262
126.92848062515259,103.261
127.54820775985718,103.261
128.44169735908508,103.261
129.07791590690613,103.261
129.9715051651001,103.261
130.60675072669983,103.26
131.49144768714905,103.26
132.12417769432068,103.26
133.00833296775818,103.26
133.64298391342163,103.259
134.5362207889557,103.259
135.17085933685303,103.259
136.06850838661194,103.259
136.6899130344391,103.258
137.5853660106659,103.258
138.21861839294434,103.258
139.10131692886353,103.258
139.7345471382141,103.258
140.62940073013306,103.257
141.24965167045593,103.257
142.14918756484985,103.257
142.7691605091095,103.257
143.6685037612915,103.256
144.29107880592346,103.256
145.1922516822815,103.256
145.81641459465027,103.256
146.71809244155884,103.255
147.33934879302979,103.255
148.24506211280823,103.255
148.86446452140808,103.255
149.7620334625244,103.254
150.39794993400574,103.254
151.2800064086914,103.254
151.91279077529907,103.253
152.7987585067749,103.253
153.4320650100708,103.252
154.31301593780518,103.252
154.9621889591217,103.252
155.84258937835693,103.251
156.49346375465393,103.251
157.35992741584778,103.25
158.01110744476318,103.25
158.8803312778473,103.249
159.53164768218994,103.249
160.39695620536804,103.249
161.0444679260254,103.248
161.90698313713074,103.248
162.55912470817566,103.247
163.43236231803894,103.247
164.08315706253052,103.247
164.9668848514557,103.246
165.604727268219,103.246
166.48067164421082,103.245
167.1352367401123,103.244
168.00734543800354,103.244
168.6582968235016,103.243
169.53018140792847,103.243
170.1789162158966,103.242
171.05225729942322,103.242
171.70152497291565,103.241
172.56784462928772,103.241
173.21297788619995,103.241
174.09639525413513,103.24
174.7366807460785,103.24
175.61757397651672,103.239
176.26951503753662,103.238
177.13816905021667,103.238
177.7921905517578,103.237
178.66211342811584,103.237
179.31459641456604,103.236
180.19069170951843,103.236
180.84095168113708,103.235
181.87032508850098,103.234
182.37739515304565,103.234
183.38185262680054,103.234
183.89444828033447,103.233
184.91425728797913,103.232
185.43056726455688,103.232
186.4352478981018,103.231
186.9493923187256,103.231
187.95977187156677,103.23
188.47314429283142,103.23
189.48051285743713,103.229
189.9985327720642,103.229
190.98993372917175,103.228
191.51814198493958,103.228
192.51336407661438,103.227
193.04138112068176,103.227
194.0329031944275,103.227
194.55782198905945,103.226
195.55219864845276,103.226
196.07899022102356,103.225
197.07124423980713,103.225
197.6006531715393,103.225
198.59413027763367,103.224
199.11962366104126,103.224
200.1091856956482,103.223
