time,temp,output,slope
0.1848905086517334,246.247,0.0
1.3008601665496826,246.229,0.0
2.417703628540039,246.21,0.0
3.538623332977295,246.192,0.0
4.658252000808716,246.174,0.0
5.776021957397461,246.153,0.0
6.908409357070923,246.135,0.0
8.036870241165161,246.117,0.0
9.158215045928955,246.098,0.0
10.272960901260376,246.079,0.0
11.384451866149902,246.061,0.0
12.503005743026733,246.043,0.0
13.63347840309143,246.024,0.0
14.749286413192749,246.006,0.0
15.869897365570068,245.987,0.0
16.992061138153076,245.968,0.0
18.115652799606323,245.95,0.0
19.238362312316895,245.932,0.0
20.353764533996582,245.914,0.0
21.472790002822876,245.893,0.0
22.59245252609253,245.875,0.0
23.71177363395691,245.857,0.0
24.827730894088745,245.839,0.0
25.946749448776245,245.82,0.0
27.06796622276306,245.802,0.0
28.186825037002563,245.782,0.0
29.29953908920288,245.764,0.0
30.415555000305176,245.747,0.0
31.53457760810852,245.728,0.0
32.65623998641968,245.71,0.0
33.786340951919556,245.69,0.0
34.898621559143066,245.672,0.0
36.0287561416626,245.654,0.0
37.14695930480957,245.636,0.0
38.26431703567505,245.618,0.0
39.378684759140015,245.599,0.0
40.494614362716675,245.58,0.0
41.61605501174927,245.561,0.0
42.741873025894165,245.543,0.0
43.86517906188965,245.525,0.0
44.98561358451843,245.505,0.0
46.10477375984192,245.487,0.0
47.225510120391846,245.469,0.0
48.34702682495117,245.451,0.0
49.4703848361969,245.432,0.0
50.58841013908386,245.413,0.0
51.70704460144043,245.395,0.0
52.830832958221436,245.377,0.0
53.94262456893921,245.358,0.0
55.0588161945343,245.34,0.0
56.17373824119568,245.322,0.0
57.29726552963257,245.303,0.0
58.41709923744202,245.284,0.0
59.54081439971924,245.266,0.0
60.65948247909546,245.248,0.0
61.78161001205444,245.228,0.0
62.90157508850098,245.211,0.0
64.02472043037415,245.192,0.0
65.14756798744202,245.174,0.0
66.26241850852966,245.156,0.0
67.3850200176239,245.136,0.0
68.50913763046265,245.117,0.0
69.63607239723206,245.099,0.0
70.74865865707397,245.081,0.0
71.86568117141724,245.064,0.0
72.98336911201477,245.043,0.0
74.10526823997498,245.025,0.0
75.22467684745789,245.007,0.0
76.3465142250061,244.989,0.0
77.46436643600464,244.971,0.0
78.58558440208435,244.95,0.0
79.70798754692078,244.933,0.0
80.8293251991272,244.915,0.0
81.94780015945435,244.897,0.0
83.06356358528137,244.879,0.0
84.18243384361267,244.858,0.0
85.30276203155518,244.841,0.0
86.42350482940674,244.822,0.0
87.53858876228333,244.804,0.0
88.65618968009949,244.783,0.0
89.78019285202026,244.764,0.0
90.8991391658783,244.749,0.0
92.02061128616333,244.73,0.0
93.13870739936829,244.712,0.0
94.25600457191467,244.694,0.0
95.37475347518921,244.676,0.0
96.49852728843689,244.657,0.0
97.62036967277527,244.638,0.0
98.74524235725403,244.62,0.0
99.86823201179504,244.601,0.0
100.98044991493225,244.583,0.0
102.10070610046387,244.564,0.0
103.22269463539124,244.546,0.0
104.33623719215393,244.529,0.0
105.45511412620544,244.511,0.0
106.5685670375824,244.493,0.0
107.69565725326538,244.473,0.0
108.81654763221741,244.454,0.0
109.93690252304077,244.436,0.0
111.06064343452454,244.419,0.0
112.18032670021057,244.399,0.0
113.30288529396057,244.382,0.0
114.42288899421692,244.363,0.0
115.54336500167847,244.345,0.0
116.6613392829895,244.327,0.0
117.79043626785278,244.307,0.0
118.91158962249756,244.29,0.0
120.03352737426758,244.271,0.0
121.14603018760681,244.254,0.0
122.26118469238281,244.236,0.0
123.37944006919861,244.218,0.0
124.5095705986023,244.198,0.0
125.62664985656738,244.18,0.0
126.75269317626953,244.163,0.0
127.87330079078674,244.145,0.0
128.99217462539673,244.125,0.0
130.11831140518188,244.107,0.0
131.2385790348053,244.088,0.0
132.35712218284607,244.072,0.0
133.4770872592926,244.054,0.0
134.59144616127014,244.035,0.0
135.71780920028687,244.016,0.0
136.83765077590942,243.998,0.0
137.9551646709442,243.981,0.0
139.0748152732849,243.963,0.0
140.2062544822693,243.942,0.0
141.32505059242249,243.925,0.0
142.45039772987366,243.907,0.0
143.5818841457367,243.887,0.0
144.71022629737854,243.871,0.0
145.83178520202637,243.852,0.0
146.95063591003418,243.834,0.0
148.07215547561646,243.817,0.0
149.19372630119324,243.797,0.0
150.30889415740967,243.779,0.0
151.43084478378296,243.762,0.0
152.54341959953308,243.744,0.0
153.66446828842163,243.725,0.0
154.78140783309937,243.708,0.0
155.90087366104126,243.689,0.0
157.02687191963196,243.671,0.0
158.16101145744324,243.654,0.0
159.2727017402649,243.636,0.0
160.38717198371887,243.617,0.0
161.50250697135925,243.599,0.0
162.63357281684875,243.58,0.0
163.7545075416565,243.563,0.0
164.86993217468262,243.545,0.0
165.98220229148865,243.528,0.0
167.10182166099548,243.508,0.0
168.22892999649048,243.49,0.0
169.35295486450195,243.472,0.0
170.4779646396637,243.454,0.0
171.59929132461548,243.436,0.0
172.73055291175842,243.418,0.0
173.84846329689026,243.401,0.0
174.9737033843994,243.383,0.0
176.09371304512024,243.363,0.0
177.214861869812,243.346,0.0
178.33561873435974,243.328,0.0
179.45620942115784,243.31,0.0
180.57625031471252,243.293,0.0
181.6977822780609,243.273,0.0
182.81477236747742,243.256,0.0
183.93673014640808,243.238,0.0
185.0529592037201,243.22,0.0
186.17153930664062,243.202,0.0
187.29100942611694,243.182,0.0
188.4087450504303,243.165,0.0
189.52831292152405,243.147,0.0
190.65432000160217,243.129,0.0
191.77213716506958,243.111,0.0
192.8896586894989,243.093,0.0
194.01787447929382,243.075,0.0
