time,temp,output,slope
0.20515108108520508,134.635,55.0
1.3278465270996094,134.635,55.0
2.4509003162384033,134.635,55.0
3.5638630390167236,134.635,55.0
4.692780256271362,134.635,55.0
5.809939384460449,134.635,55.0
6.940979719161987,134.635,55.0
8.060725927352905,134.636,55.0
9.179122686386108,134.636,55.0
10.296162843704224,134.636,55.0
11.415549755096436,134.636,55.0
12.54142951965332,134.636,55.0
13.665016412734985,134.636,55.0
14.797029256820679,134.636,55.0
15.916377782821655,134.636,55.0
17.034019231796265,134.636,55.0
18.149784803390503,134.636,55.0
19.26308822631836,134.637,55.0
20.39209532737732,134.637,55.0
21.51097011566162,134.637,55.0
22.643052577972412,134.638,55.0
23.759158611297607,134.638,55.0
24.878093957901,134.638,55.0
25.996729850769043,134.638,55.0
27.127758979797363,134.638,55.0
28.247159004211426,134.638,55.0
29.36444926261902,134.638,55.0
30.48249053955078,134.639,55.0
31.601357221603394,134.639,55.0
32.728540897369385,134.639,55.0
33.84737253189087,134.639,55.0
34.96718978881836,134.639,55.0
36.085285663604736,134.639,55.0
37.21346974372864,134.639,55.0
38.33402895927429,134.639,55.0
39.45476293563843,134.639,55.0
40.57652497291565,134.639,55.0
41.69750165939331,134.639,55.0
42.81835126876831,134.64,55.0
43.94144368171692,134.639,55.0
45.05903768539429,134.639,55.0
46.18453931808472,134.639,55.0
47.30485820770264,134.639,55.0
48.42585277557373,134.639,55.0
49.54395651817322,134.639,55.0
50.660876989364624,134.639,55.0
51.774744749069214,134.639,55.0
52.899473428726196,134.639,55.0
54.02350831031799,134.638,55.0
55.14392328262329,134.638,55.0
56.26949715614319,134.638,55.0
57.3905975818634,134.638,55.0
58.51531982421875,134.638,55.0
59.63908362388611,134.638,55.0
60.757140159606934,134.638,55.0
61.874916315078735,134.637,55.0
62.9945023059845,134.637,55.0
64.10996198654175,134.637,55.0
65.22792887687683,134.637,55.0
66.34975004196167,134.637,55.0
67.47364974021912,134.637,55.0
68.59645867347717,134.636,55.0
69.71814823150635,134.636,55.0
70.82922887802124,134.636,55.0
71.95324039459229,134.636,55.0
73.07658410072327,134.636,55.0
74.19286561012268,134.636,55.0
75.31013822555542,134.636,55.0
76.43103575706482,134.635,55.0
77.55589747428894,134.636,55.0
78.67838335037231,134.636,55.0
79.7999222278595,134.636,55.0
80.92092847824097,134.635,55.0
82.043696641922,134.635,55.0
83.16590070724487,134.635,55.0
84.28707766532898,134.635,55.0
85.40834617614746,134.635,55.0
86.5244870185852,134.635,55.0
87.64113855361938,134.635,55.0
88.75961136817932,134.635,55.0
89.88241004943848,134.635,55.0
91.0090754032135,134.635,55.0
92.13323664665222,134.635,55.0
93.25718379020691,134.635,55.0
94.38419890403748,134.635,55.0
95.51205539703369,134.635,55.0
