time,temp,setpoint,M_out,P_out,I_out,D_out,PID_out,error,intError,gradient
0.6148102283477783,102.012,130,49.54108821114646,49.482784,0.05830421114645929,0.0,49.54108821114646,27.988,27.988,
2.649651050567627,102.021,130,49.58346167361848,49.466872,0.11658967361847532,0.0,49.58346167361848,27.979,55.967,-0.611413554661984
4.678683280944824,102.063,130,49.56740364227642,49.392616,0.17478764227642277,0.0,49.56740364227642,27.936999999999998,83.904,-2.640674165944755
6.7369163036346436,102.112,130,49.53886753481797,49.30598400000001,0.2328835348179569,0.0,49.53886753481797,27.888000000000005,111.792,-4.67140992355228
8.781042575836182,102.166,130,49.50137893531284,49.21051200000001,0.2908669353128314,0.0,49.50137893531284,27.834000000000003,139.626,-6.73076669218092
10.829828262329102,102.219,130,49.46554792694711,49.11680800000001,0.3487399269470956,0.0,49.46554792694711,27.781000000000006,167.407,-8.776148684749806
12.867731809616089,102.276,130,49.42252617697656,49.01603200000001,0.40649417697655243,0.0,49.42252617697656,27.724000000000004,195.13100000000003,-10.825398577218833
14.89326786994934,102.329,130,49.38646601814541,48.922328000000014,0.4641380181453989,0.0,49.38646601814541,27.671000000000006,222.80200000000002,-12.86417315476191
16.929062843322754,102.383,130,49.34852536726759,48.82685600000001,0.5216693672675858,0.0,49.34852536726759,27.617000000000004,250.41900000000004,-14.890078089126872
18.97525930404663,102.44,130,49.305161974784966,48.72608,0.5790819747849654,0.0,49.305161974784966,27.560000000000002,277.97900000000004,-16.926058931803723
21.019485473632812,102.493,130,49.26876017344174,48.63237600000001,0.6363841734417346,0.0,49.26876017344174,27.507000000000005,305.48600000000005,-18.97273783414355
23.061246395111084,102.545,130,49.23401804642394,48.54044,0.6935780464239426,0.0,49.23401804642394,27.455,332.94100000000003,-21.01723060851802
25.09633469581604,102.6,130,49.19385734417345,48.44320000000001,0.7506573441734418,0.0,49.19385734417345,27.400000000000006,360.341,-23.059054840022796
27.142627477645874,102.65,130,49.16243248262047,48.35479999999999,0.8076324826204785,0.0,49.16243248262047,27.349999999999994,387.69100000000003,-25.094492574966054
29.18095374107361,102.703,130,49.1255932122069,48.261095999999995,0.8644972122069048,0.0,49.1255932122069,27.296999999999997,414.98800000000006,-27.140811224466823
31.211872577667236,102.754,130,49.09218369930481,48.17092799999999,0.9212556993048192,0.0,49.09218369930481,27.245999999999995,442.23400000000004,-29.17931974747476
33.240752935409546,102.803,130,49.06220811028632,48.084296,0.9779121102863204,0.0,49.06220811028632,27.197000000000003,469.43100000000004,-31.2103984835005
35.284077405929565,102.855,130,49.02682019559325,47.99235999999999,1.0344601955932604,0.0,49.02682019559325,27.144999999999996,496.576,-33.23927918283266
37.328068017959595,102.903,130,48.99840428796983,47.90749599999999,1.0909082879698362,0.0,48.99840428796983,27.096999999999994,523.673,-35.28279151028726
39.37941384315491,102.954,130,48.96457813785791,47.81732800000001,1.1472501378579005,0.0,48.96457813785791,27.046000000000006,550.719,-37.32677292504117
41.41689419746399,103.001,130,48.93772607800164,47.73423199999999,1.2034940780016499,0.0,48.93772607800164,26.998999999999995,577.7180000000001,-39.37827904053606
43.458219051361084,103.048,130,48.91077610840108,47.651135999999994,1.2596401084010842,0.0,48.91077610840108,26.951999999999998,604.6700000000001,-41.41581269893446
45.51190233230591,103.097,130,48.88018806268412,47.564504000000014,1.3156840626841053,0.0,48.88018806268412,26.903000000000006,631.5730000000001,-43.4571424099225
47.56543779373169,103.143,130,48.85480819040886,47.483176,1.3716321904088609,0.0,48.85480819040886,26.857,658.4300000000001,-45.510935243551266
49.60944747924805,103.191,130,48.82579232520325,47.398312,1.4274803252032522,0.0,48.82579232520325,26.808999999999997,685.239,-47.56447023609017
51.648592710494995,103.237,130,48.80021663343939,47.31698400000001,1.4832326334393782,0.0,48.80021663343939,26.763000000000005,712.0020000000001,-49.608556845107096
53.69467878341675,103.284,130,48.77277503193118,47.23388799999999,1.5388870319311891,0.0,48.77277503193118,26.715999999999994,738.7180000000001,-51.64771739098355
55.740999937057495,103.328,130,48.75054577023683,47.156096,1.594449770236833,0.0,48.75054577023683,26.671999999999997,765.3900000000001,-53.69388941831656
57.78774571418762,103.375,130,48.72291459879816,47.073,1.6499145987981623,0.0,48.72291459879816,26.625,792.0150000000001,-55.740186615834816
59.84136390686035,103.419,130,48.70049576717333,46.995208000000005,1.7052877671733242,0.0,48.70049576717333,26.581000000000003,818.5960000000001,-57.78701043682883
61.879520893096924,103.464,130,48.67621519217627,46.915648000000004,1.7605671921762698,0.0,48.67621519217627,26.536,845.1320000000001,-59.840636687267335
63.924174785614014,103.508,130,48.653610956993056,46.83785600000001,1.8157549569930482,0.0,48.653610956993056,26.492000000000004,871.624,-61.87883257760208
65.96442890167236,103.552,130,48.63091506162365,46.760063999999986,1.8708510616236598,0.0,48.63091506162365,26.447999999999993,898.072,-63.92350775944957
67.9950909614563,103.596,130,48.608127506068094,46.68227199999999,1.9258555060681042,0.0,48.608127506068094,26.403999999999996,924.476,-65.96378179613316
70.05121874809265,103.638,130,48.588788456698474,46.60801599999999,1.9807724566984801,0.0,48.588788456698474,26.361999999999995,950.838,-67.99449140015315
72.1004843711853,103.683,130,48.56405166395663,46.52845599999999,2.0355956639566397,0.0,48.56405166395663,26.316999999999993,977.155,-70.05059461913717
74.13461971282959,103.725,130,48.54453137740074,46.45420000000001,2.0903313774007306,0.0,48.54453137740074,26.275000000000006,1003.43,-72.0999178342534
76.16940522193909,103.767,130,48.524923597030764,46.37994400000001,2.144979597030753,0.0,48.524923597030764,26.233000000000004,1029.663,-74.13406831033566
78.20435190200806,103.811,130,48.50168815647459,46.302151999999985,2.1995361564746085,0.0,48.50168815647459,26.188999999999993,1055.852,-76.16884259340334
80.24320960044861,103.852,130,48.483671305290436,46.22966399999999,2.254007305290444,0.0,48.483671305290436,26.147999999999996,1082.0,-78.20384095534722
82.2675850391388,103.893,130,48.46556904347826,46.157176,2.308393043478261,0.0,48.46556904347826,26.107,1108.107,-80.24271122675768
84.29406952857971,103.936,130,48.44384120466595,46.08115199999999,2.3626892046659598,0.0,48.44384120466595,26.063999999999993,1134.171,-82.26707492021536
86.31456017494202,103.976,130,48.42733403841169,46.010432,2.416902038411689,0.0,48.42733403841169,26.024,1160.1950000000002,-84.29360610734558
88.36242842674255,104.017,130,48.408973461529406,45.93794400000001,2.4710294615293984,0.0,48.408973461529406,25.983000000000004,1186.178,-86.31409617682958
90.41031408309937,104.059,130,48.38875739083304,45.863688,2.525069390833039,0.0,48.38875739083304,25.941000000000003,1212.1190000000001,-88.3619638779748
